mhz,k,pi_norm,max,mean_fg,p95
10.0,2,0.3599516044570672,0.24585175514221191,0.10996308922767639,0.18242712318897247
10.0,3,0.3599516044570672,0.25075697898864746,0.09925533086061478,0.18302181363105774
10.0,4,0.3599516044570672,0.22958219051361084,0.08493176847696304,0.155537411570549
10.0,5,0.3599516044570672,0.21873486042022705,0.08552469313144684,0.15291252732276917
10.0,6,0.3599516044570672,0.22256755828857422,0.0802779495716095,0.14987576007843018
10.0,7,0.3599516044570672,0.22997772693634033,0.07794397324323654,0.147044837474823
10.0,8,0.3599516044570672,0.2224029302597046,0.07618103921413422,0.14238020777702332
10.0,9,0.3599516044570672,0.21769201755523682,0.07260707020759583,0.1312473565340042
10.0,10,0.3599516044570672,0.23736155033111572,0.07329662144184113,0.1405654400587082
10.0,11,0.3599516044570672,0.21360647678375244,0.07659894227981567,0.13483476638793945
10.0,12,0.3599516044570672,0.2137923240661621,0.07257886230945587,0.1284414827823639
10.0,13,0.3599516044570672,0.2021322250366211,0.07631827145814896,0.13768216967582703
10.0,14,0.3599516044570672,0.2145998477935791,0.07388030737638474,0.13663294911384583
10.0,15,0.3599516044570672,0.20199179649353027,0.07096655666828156,0.12456825375556946
10.0,16,0.3599516044570672,0.20066297054290771,0.07404543459415436,0.12788230180740356
10.0,17,0.3599516044570672,0.2096937894821167,0.06840541958808899,0.12209144979715347
10.0,18,0.3599516044570672,0.19997644424438477,0.06476303935050964,0.11649134010076523
10.0,19,0.3599516044570672,0.23478317260742188,0.07103949785232544,0.13474591076374054
10.0,20,0.3599516044570672,0.17845726013183594,0.06148149445652962,0.10465958714485168
70.0,2,0.6641459998837217,2.913522720336914,1.5351061820983887,2.270490884780884
70.0,3,0.6641459998837217,2.815434455871582,1.2098388671875,2.0727033615112305
70.0,4,0.6641459998837217,1.9843134880065918,0.847395658493042,1.3732354640960693
70.0,5,0.6641459998837217,2.0183515548706055,0.7556641101837158,1.3049763441085815
70.0,6,0.6641459998837217,1.9933760166168213,0.7699562311172485,1.3203425407409668
70.0,7,0.6641459998837217,1.8364949226379395,0.653175950050354,1.1406265497207642
70.0,8,0.6641459998837217,1.8452644348144531,0.650705873966217,1.1567652225494385
70.0,9,0.6641459998837217,1.9544703960418701,0.6338258385658264,1.1309330463409424
70.0,10,0.6641459998837217,2.069549560546875,0.6271398067474365,1.1528656482696533
70.0,11,0.6641459998837217,1.9417743682861328,0.6041116118431091,1.0799072980880737
70.0,12,0.6641459998837217,1.92091965675354,0.5687258839607239,1.032891035079956
70.0,13,0.6641459998837217,1.6833536624908447,0.5884310603141785,1.055908441543579
70.0,14,0.6641459998837217,1.828178882598877,0.5645473599433899,1.0420005321502686
70.0,15,0.6641459998837217,1.6873464584350586,0.5475676655769348,0.9664207696914673
70.0,16,0.6641459998837217,1.7471253871917725,0.5605717301368713,0.9937247037887573
70.0,17,0.6641459998837217,1.8347711563110352,0.500924289226532,0.9052699208259583
70.0,18,0.6641459998837217,1.6950411796569824,0.49753135442733765,0.8926474452018738
70.0,19,0.6641459998837217,1.9231181144714355,0.5458945631980896,1.0209444761276245
