#Design: H-shape;Power Bus Pin Impedance Power_GND
#Produced on;2026-05-25 15:51:12;by PI/EMI Analysis 2023.0.0.50417;Zuken GmbH - Germany

Frequency;IC1_Port1(8): Magnitude;IC1_Port1(8): Re;IC1_Port1(8): Img
(Hz);(Ω);;
1.00000e+06;1.19670e-01;4.25015e-03;-1.19594e-01
1.10000e+06;1.06406e-01;4.27579e-03;-1.06320e-01
1.20000e+06;9.51465e-02;4.30071e-03;-9.50493e-02
1.30000e+06;8.54284e-02;4.32505e-03;-8.53188e-02
1.40000e+06;7.69212e-02;4.34893e-03;-7.67982e-02
1.50000e+06;6.93826e-02;4.37248e-03;-6.92447e-02
1.60000e+06;6.26309e-02;4.39580e-03;-6.24765e-02
1.70000e+06;5.65271e-02;4.41901e-03;-5.63541e-02
1.80000e+06;5.09633e-02;4.44220e-03;-5.07693e-02
1.90000e+06;4.58544e-02;4.46548e-03;-4.56364e-02
2.00000e+06;4.11326e-02;4.48897e-03;-4.08869e-02
2.10000e+06;3.67432e-02;4.51277e-03;-3.64650e-02
2.20000e+06;3.26422e-02;4.53699e-03;-3.23253e-02
2.30000e+06;2.87937e-02;4.56177e-03;-2.84300e-02
2.40000e+06;2.51692e-02;4.58723e-03;-2.47477e-02
2.50000e+06;2.17467e-02;4.61351e-03;-2.12517e-02
2.60000e+06;1.85106e-02;4.64078e-03;-1.79194e-02
2.70000e+06;1.54538e-02;4.66921e-03;-1.47316e-02
2.80000e+06;1.25820e-02;4.69898e-03;-1.16716e-02
2.90000e+06;9.92464e-03;4.73031e-03;-8.72483e-03
3.00000e+06;7.56637e-03;4.76343e-03;-5.87874e-03
3.10000e+06;5.72490e-03;4.79862e-03;-3.12213e-03
3.20000e+06;4.85660e-03;4.83616e-03;-4.45102e-04
3.30000e+06;5.33386e-03;4.87641e-03;2.16119e-03
3.40000e+06;6.80721e-03;4.91975e-03;4.70470e-03
3.50000e+06;8.74080e-03;4.96661e-03;7.19266e-03
3.60000e+06;1.08602e-02;5.01751e-03;9.63167e-03
3.70000e+06;1.30539e-02;5.07304e-03;1.20278e-02
3.80000e+06;1.52754e-02;5.13386e-03;1.43868e-02
3.90000e+06;1.75045e-02;5.20076e-03;1.67140e-02
4.00000e+06;1.97325e-02;5.27464e-03;1.90144e-02
4.10000e+06;2.19564e-02;5.35658e-03;2.12930e-02
4.20000e+06;2.41763e-02;5.44783e-03;2.35545e-02
4.30000e+06;2.63936e-02;5.54986e-03;2.58035e-02
4.40000e+06;2.86111e-02;5.66442e-03;2.80448e-02
4.50000e+06;3.08322e-02;5.79360e-03;3.02829e-02
4.60000e+06;3.30608e-02;5.93989e-03;3.25228e-02
4.70000e+06;3.53015e-02;6.10629e-03;3.47693e-02
4.80000e+06;3.75592e-02;6.29644e-03;3.70277e-02
4.90000e+06;3.98394e-02;6.51476e-03;3.93032e-02
5.00000e+06;4.21482e-02;6.76666e-03;4.16015e-02
5.10000e+06;4.44923e-02;7.05880e-03;4.39288e-02
5.20000e+06;4.68789e-02;7.39944e-03;4.62913e-02
5.30000e+06;4.93163e-02;7.79890e-03;4.86957e-02
5.40000e+06;5.18132e-02;8.27008e-03;5.11489e-02
5.50000e+06;5.43793e-02;8.82931e-03;5.36577e-02
5.60000e+06;5.70250e-02;9.49729e-03;5.62286e-02
5.70000e+06;5.97610e-02;1.03004e-02;5.88666e-02
5.80000e+06;6.25977e-02;1.12722e-02;6.15744e-02
5.90000e+06;6.55439e-02;1.24556e-02;6.43495e-02
6.00000e+06;6.86045e-02;1.39047e-02;6.71807e-02
6.10000e+06;7.17768e-02;1.56864e-02;7.00417e-02
6.20000e+06;7.50431e-02;1.78811e-02;7.28817e-02
6.30000e+06;7.83605e-02;2.05774e-02;7.56104e-02
6.40000e+06;8.16445e-02;2.38588e-02;7.80806e-02
6.50000e+06;8.47494e-02;2.77718e-02;8.00699e-02
6.60000e+06;8.74524e-02;3.22701e-02;8.12808e-02
6.70000e+06;8.94593e-02;3.71411e-02;8.13849e-02
6.80000e+06;9.04636e-02;4.19619e-02;8.01428e-02
6.90000e+06;9.02656e-02;4.61662e-02;7.75664e-02
7.00000e+06;8.88907e-02;4.92562e-02;7.39958e-02
7.10000e+06;8.65897e-02;5.10201e-02;6.99624e-02
7.20000e+06;8.36895e-02;5.15452e-02;6.59319e-02
7.30000e+06;8.04364e-02;5.10340e-02;6.21735e-02
7.40000e+06;7.69817e-02;4.96473e-02;5.88331e-02
7.50000e+06;7.34775e-02;4.75082e-02;5.60527e-02
7.60000e+06;7.01440e-02;4.47834e-02;5.39873e-02
7.70000e+06;6.72393e-02;4.17112e-02;5.27380e-02
7.80000e+06;6.49736e-02;3.85516e-02;5.23005e-02
7.90000e+06;6.34499e-02;3.55205e-02;5.25755e-02
8.00000e+06;6.26598e-02;3.27578e-02;5.34151e-02
8.10000e+06;6.25170e-02;3.03312e-02;5.46662e-02
8.20000e+06;6.28994e-02;2.82567e-02;5.61951e-02
8.30000e+06;6.36801e-02;2.65203e-02;5.78950e-02
8.40000e+06;6.47444e-02;2.50923e-02;5.96843e-02
8.50000e+06;6.59958e-02;2.39368e-02;6.15019e-02
8.60000e+06;6.73561e-02;2.30156e-02;6.33019e-02
8.70000e+06;6.87631e-02;2.22898e-02;6.50502e-02
8.80000e+06;7.01688e-02;2.17198e-02;6.67227e-02
8.90000e+06;7.15385e-02;2.12661e-02;6.83046e-02
9.00000e+06;7.28505e-02;2.08904e-02;6.97911e-02
9.10000e+06;7.40958e-02;2.05577e-02;7.11868e-02
9.20000e+06;7.52769e-02;2.02400e-02;7.25048e-02
9.30000e+06;7.64047e-02;1.99173e-02;7.37630e-02
9.40000e+06;7.74947e-02;1.95792e-02;7.49806e-02
9.50000e+06;7.85626e-02;1.92225e-02;7.61747e-02
9.60000e+06;7.96216e-02;1.88489e-02;7.73584e-02
9.70000e+06;8.06810e-02;1.84625e-02;7.85402e-02
9.80000e+06;8.17468e-02;1.80673e-02;7.97252e-02
9.90000e+06;8.28224e-02;1.76664e-02;8.09163e-02
1.00000e+07;8.39102e-02;1.72621e-02;8.21154e-02
1.10000e+07;9.57571e-02;1.34410e-02;9.48090e-02
1.20000e+07;1.08837e-01;1.10462e-02;1.08275e-01
1.30000e+07;1.21803e-01;9.83199e-03;1.21405e-01
1.40000e+07;1.34372e-01;9.16647e-03;1.34059e-01
1.50000e+07;1.46612e-01;8.76626e-03;1.46349e-01
1.60000e+07;1.58603e-01;8.51005e-03;1.58374e-01
1.70000e+07;1.70406e-01;8.33966e-03;1.70202e-01
1.80000e+07;1.82066e-01;8.22414e-03;1.81880e-01
1.90000e+07;1.93613e-01;8.14559e-03;1.93441e-01
2.00000e+07;2.05069e-01;8.09303e-03;2.04909e-01
2.10000e+07;2.16452e-01;8.05934e-03;2.16302e-01
2.20000e+07;2.27774e-01;8.03973e-03;2.27632e-01
2.30000e+07;2.39047e-01;8.03087e-03;2.38912e-01
2.40000e+07;2.50277e-01;8.03038e-03;2.50148e-01
