gen_sample,nn_train_sample,nn_train_K,combined_score,heatmap_mse,impedance_mse,occupancy_hamming,occupancy_exact,occ_pattern_in_train,combined_percentile_vs_train_nn
data_sample_0,sample_9815,34,4.115437984466553,3.840310573577881,0.005896630231291056,14,False,False,1.0
data_sample_1,sample_9305,34,4.055891990661621,3.7792696952819824,0.007391727529466152,14,False,False,1.0
data_sample_2,sample_12887,34,4.189915657043457,3.9166197776794434,0.004065179266035557,14,False,False,1.0
data_sample_3,sample_2496,34,3.849656105041504,3.5770716667175293,0.0033534986432641745,14,False,False,1.0
data_sample_4,sample_17045,34,4.034084796905518,3.763000011444092,0.0018539098091423512,14,False,False,1.0
data_sample_5,sample_7405,34,3.9848439693450928,3.7763588428497314,0.016177354380488396,10,False,False,1.0
data_sample_6,sample_7649,34,4.090052604675293,3.8163161277770996,0.004505900666117668,14,False,False,1.0
data_sample_7,sample_9015,34,3.8445143699645996,3.6075260639190674,0.006219112314283848,12,False,False,1.0
data_sample_8,sample_17279,34,4.054156303405762,3.818793296813965,0.0045937541872262955,12,False,False,1.0
data_sample_9,sample_24402,34,4.253941059112549,3.981278896331787,0.003431576071307063,14,False,False,1.0
data_sample_10,sample_19799,34,3.8723180294036865,3.5981056690216064,0.0049814991652965546,14,False,False,1.0
data_sample_11,sample_22495,34,3.9188051223754883,3.644707679748535,0.004866562783718109,14,False,False,1.0
data_sample_12,sample_8629,34,3.8875718116760254,3.6141090393066406,0.004232035018503666,14,False,False,1.0
data_sample_13,sample_20070,34,4.0999932289123535,3.8260414600372314,0.004721108824014664,14,False,False,1.0
data_sample_14,sample_2119,34,4.1418633460998535,3.8664073944091797,0.006225057411938906,14,False,False,1.0
data_sample_15,sample_13679,34,4.040780067443848,3.7604691982269287,0.011080126278102398,14,False,False,1.0
data_sample_16,sample_21976,34,4.128719806671143,3.8530492782592773,0.00643986975774169,14,False,False,1.0
data_sample_17,sample_7649,34,3.7972538471221924,3.5616862773895264,0.00479852594435215,12,False,False,1.0
data_sample_18,sample_922,34,4.123622417449951,3.846970558166504,0.007421320304274559,14,False,False,1.0
data_sample_19,sample_22646,34,3.991722345352173,3.720578193664551,0.001913359621539712,14,False,False,1.0
data_sample_20,sample_19424,34,3.856283664703369,3.619168281555176,0.006346335168927908,12,False,False,1.0
data_sample_21,sample_10312,34,4.050397872924805,3.7750115394592285,0.006155831273645163,14,False,False,1.0
data_sample_22,sample_13779,34,3.99035906791687,3.755370616912842,0.004219220485538244,12,False,False,1.0
data_sample_23,sample_22659,34,4.022446155548096,3.749697208404541,0.0035182407591491938,14,False,False,1.0
data_sample_24,sample_887,34,3.5479865074157715,3.269509792327881,0.009245901368558407,14,False,False,1.0
data_sample_25,sample_25930,34,4.1272172927856445,3.881460666656494,0.014987301081418991,12,False,False,1.0
data_sample_26,sample_6003,34,4.002118110656738,3.7208995819091797,0.011987991631031036,14,False,False,1.0
data_sample_27,sample_24834,34,4.045217514038086,3.770761489868164,0.00522511126473546,14,False,False,1.0
data_sample_28,sample_3528,34,4.0730881690979,3.800124168395996,0.003733052872121334,14,False,False,1.0
data_sample_29,sample_21208,34,3.796795129776001,3.519317388534546,0.00824701227247715,14,False,False,1.0
data_sample_30,sample_2655,34,3.966674566268921,3.7311055660247803,0.004799847025424242,12,False,False,1.0
data_sample_31,sample_14641,34,4.100926399230957,3.8518033027648926,0.018353747203946114,12,False,False,1.0
data_sample_32,sample_9308,34,4.0828399658203125,3.8087618350982666,0.004847539123147726,14,False,False,1.0
data_sample_33,sample_4037,34,3.952699899673462,3.673776388168335,0.009692699648439884,14,False,False,1.0
data_sample_34,sample_3319,34,3.681819438934326,3.4042115211486816,0.008377009071409702,14,False,False,1.0
data_sample_35,sample_23018,34,4.10387659072876,3.828423500061035,0.006222415249794722,14,False,False,1.0
data_sample_36,sample_3190,34,4.058717250823975,3.7697019577026367,0.01978437416255474,14,False,False,1.0
data_sample_37,sample_26808,34,3.9263322353363037,3.649050235748291,0.008051091805100441,14,False,False,1.0
data_sample_38,sample_22826,34,3.939979076385498,3.6639387607574463,0.006809383165091276,14,False,False,1.0
data_sample_39,sample_15722,34,4.087038040161133,3.8490257263183594,0.007243102882057428,12,False,False,1.0
data_sample_40,sample_20049,34,4.0068864822387695,3.7739837169647217,0.0021337203215807676,12,False,False,1.0
data_sample_41,sample_18994,34,4.050857067108154,3.778280735015869,0.0033458361867815256,14,False,False,1.0
data_sample_42,sample_2481,34,4.259732723236084,3.987532615661621,0.00296958489343524,14,False,False,1.0
data_sample_43,sample_2655,34,3.780926465988159,3.545707941055298,0.004449357278645039,12,False,False,1.0
data_sample_44,sample_22903,34,4.010902404785156,3.725818634033203,0.015853023156523705,14,False,False,1.0
data_sample_45,sample_5257,34,3.9762158393859863,3.695359706878662,0.011625347658991814,14,False,False,1.0
data_sample_46,sample_9849,34,3.9217369556427,3.6759815216064453,0.014986244961619377,12,False,False,1.0
data_sample_47,sample_5856,34,3.9751508235931396,3.735006332397461,0.009375370107591152,12,False,False,1.0
data_sample_48,sample_7649,34,4.115149974822998,3.841890573501587,0.004028452560305595,14,False,False,1.0
data_sample_49,sample_687,34,4.071229934692383,3.8335120677948,0.006948495749384165,12,False,False,1.0
data_sample_50,sample_174,34,3.9997763633728027,3.759024143218994,0.009983079507946968,12,False,False,1.0
data_sample_51,sample_5110,34,4.000537395477295,3.726377010345459,0.004929843824356794,14,False,False,1.0
data_sample_52,sample_22728,34,4.131904602050781,3.8911285400390625,0.010006858967244625,12,False,False,1.0
data_sample_53,sample_3097,34,4.163588523864746,3.889972686767578,0.00438515143468976,14,False,False,1.0
data_sample_54,sample_11244,34,3.9996039867401123,3.80615496635437,0.0011413046158850193,10,False,False,1.0
data_sample_55,sample_26861,34,4.133742332458496,3.8207242488861084,0.005325779784470797,16,False,False,1.0
data_sample_56,sample_20285,34,3.6821417808532715,3.444033622741699,0.007339015137404203,12,False,False,1.0
data_sample_57,sample_22495,34,3.9761266708374023,3.7370758056640625,0.00828175712376833,12,False,False,1.0
data_sample_58,sample_28988,34,3.8165462017059326,3.5799808502197266,0.005796093959361315,12,False,False,1.0
data_sample_59,sample_9849,34,3.9498798847198486,3.716238021850586,0.002872615586966276,12,False,False,1.0
data_sample_60,sample_11150,34,3.9592082500457764,3.6819491386413574,0.008028237149119377,14,False,False,1.0
data_sample_61,sample_25912,34,3.985610246658325,3.703550338745117,0.01282914076000452,14,False,False,1.0
data_sample_62,sample_23664,34,4.077873706817627,3.796884059906006,0.011759043671190739,14,False,False,1.0
data_sample_63,sample_9246,34,4.235858917236328,3.9639620780944824,0.002665994456037879,14,False,False,1.0
data_sample_64,sample_10875,34,4.09768009185791,3.859219551086426,0.007691354490816593,12,False,False,1.0
data_sample_65,sample_29626,34,3.972050905227661,3.6989026069641113,0.003917479421943426,14,False,False,1.0
data_sample_66,sample_5947,34,3.946065902709961,3.6603126525878906,0.016522428020834923,14,False,False,1.0
data_sample_67,sample_28429,34,3.8855643272399902,3.688715934753418,0.004540645517408848,10,False,False,1.0
data_sample_68,sample_25940,34,4.015853404998779,3.7437620162963867,0.002860725624486804,14,False,False,1.0
