epoch,beta,hm_mu_mean,hm_sigma_mean,occ_mu_mean,occ_sigma_mean,imp_mu_mean,imp_sigma_mean,fused_mu_mean,fused_mu_std,fused_sigma_mean,fused_mu_min,fused_mu_max,kl_gaussian,val_recon,val_total
1,0.000000,0.1729,0.9446,0.0147,1.0103,-0.0450,0.9751,0.0558,0.4845,0.4321,-0.8252,1.8991,0.5787,13.5204,1544.1224
25,0.015000,0.0713,0.8890,0.0354,0.9089,0.0594,0.7422,0.0493,0.4581,0.5368,-1.0872,1.7021,0.7880,9.7642,1017.6122
50,0.030625,0.0858,0.8167,0.0461,0.8638,0.0833,0.6484,0.0670,0.4301,0.6355,-0.9560,1.4969,0.9764,8.5966,644.5082
75,0.046250,0.0244,0.8212,0.0350,0.8657,0.0898,0.6095,0.0497,0.3577,0.6656,-0.7264,1.5897,1.0421,7.7330,509.8390
100,0.061875,0.0019,0.8105,0.0390,0.8575,0.0650,0.5908,0.0363,0.3648,0.7093,-0.8668,1.6058,1.1411,7.3207,536.7782
125,0.077500,0.0013,0.8133,0.0390,0.8522,0.0218,0.5974,0.0135,0.3608,0.7430,-0.8406,1.3400,1.1830,6.9493,734.8296
150,0.093125,-0.0187,0.8469,0.0438,0.8540,0.0080,0.5879,0.0123,0.3641,0.7428,-0.7837,1.3367,1.1972,6.5764,592.9040
175,0.101000,-0.0306,0.8802,0.0418,0.8608,-0.0199,0.5970,-0.0095,0.3624,0.7604,-0.8067,1.4061,1.2094,6.3644,544.6946
200,0.102786,-0.0268,0.8921,0.0322,0.8752,-0.0445,0.6068,-0.0243,0.3884,0.7785,-0.7910,1.3010,1.2375,6.1947,591.7138
225,0.104571,0.0070,0.8691,0.0373,0.8845,-0.0555,0.6100,-0.0176,0.4085,0.7972,-0.8559,1.2304,1.2766,5.2828,474.0053
250,0.106357,0.0262,0.8532,0.0534,0.8840,-0.0723,0.6142,-0.0132,0.4222,0.8164,-1.0210,1.1660,1.3102,5.0519,423.2703
275,0.108143,0.0499,0.9132,0.0506,0.8943,-0.0642,0.6166,-0.0045,0.4535,0.8248,-1.3120,1.2989,1.3334,5.1058,449.8091
300,0.109929,0.0498,0.8693,0.0568,0.9020,-0.0448,0.6246,0.0055,0.4680,0.8342,-1.6359,1.2700,1.3538,4.8653,432.0264
325,0.110000,0.0939,0.8228,0.0860,0.8878,-0.0632,0.6089,0.0131,0.4819,0.8470,-2.2500,1.0878,1.4072,5.4422,905.0208
350,0.110000,0.0421,0.8058,0.0901,0.8823,-0.0796,0.6164,-0.0043,0.4683,0.8527,-1.8611,1.4736,1.4117,5.6119,923.0004
375,0.110000,0.0232,0.7923,0.0764,0.8780,-0.0763,0.5937,-0.0097,0.4776,0.8632,-2.1468,1.4057,1.4421,5.6181,916.2550
400,0.110000,0.0550,0.7808,0.0824,0.8610,-0.0864,0.5898,-0.0053,0.4909,0.8607,-1.7279,1.5416,1.4616,5.3977,711.9965
425,0.110000,0.0543,0.8050,0.0747,0.8591,-0.0401,0.5816,0.0189,0.5263,0.8509,-2.2188,1.5686,1.4665,5.3943,822.9001
450,0.110000,0.0709,0.8089,0.0840,0.8549,-0.0681,0.6006,0.0096,0.4731,0.8868,-2.1098,1.2817,1.4684,5.3604,756.0664
475,0.110000,0.0636,0.8282,0.0943,0.8600,-0.0487,0.6203,0.0170,0.4934,0.8774,-2.0220,1.6581,1.4533,5.1645,573.5724
500,0.110000,0.0817,0.8485,0.0965,0.8712,-0.0565,0.6350,0.0193,0.4867,0.8829,-1.9870,1.5966,1.4352,5.1200,808.9404
525,0.110000,0.0825,0.8191,0.0927,0.8719,-0.0718,0.6178,0.0154,0.5145,0.9197,-2.0098,1.6226,1.5131,5.2608,707.0761
550,0.110000,0.0782,0.8228,0.0960,0.8704,-0.0546,0.6356,0.0130,0.4872,0.9127,-2.0964,1.5345,1.4750,4.8960,577.4576
575,0.110000,0.0867,0.8008,0.0947,0.8656,-0.0598,0.6248,0.0109,0.4944,0.9246,-2.2057,1.5000,1.5014,5.0031,759.7112
600,0.110000,0.0620,0.8194,0.1003,0.8642,-0.0454,0.6352,0.0182,0.4873,0.9301,-2.1582,1.4566,1.4979,4.9268,655.4732
625,0.110000,0.0607,0.8076,0.0979,0.8574,-0.0300,0.6392,0.0117,0.4965,0.9631,-2.0390,1.7319,1.5445,5.1117,633.0315
650,0.110000,0.0672,0.8138,0.1021,0.8397,-0.0448,0.6270,0.0113,0.4768,0.9615,-2.1515,1.5532,1.5476,4.9193,671.7813
675,0.110000,0.0505,0.7691,0.0921,0.8391,-0.0348,0.6169,0.0110,0.4850,0.9923,-2.3341,1.2177,1.6124,5.1514,554.7666
700,0.110000,0.0586,0.7707,0.0994,0.8219,0.0034,0.6317,0.0176,0.5042,0.9923,-2.4482,1.5920,1.6150,4.9167,640.6685
