gen_sample,nn_train_sample,nn_train_K,combined_score,heatmap_mse,impedance_mse,occupancy_hamming,occupancy_exact
data_sample_0,sample_22410,25,4.120255947113037,3.8018734455108643,0.010690268129110336,16,False
data_sample_1,sample_3062,25,4.2020745277404785,3.923900604248047,0.008943235501646996,14,False
data_sample_2,sample_14613,25,3.9247660636901855,3.6065382957458496,0.01053556613624096,16,False
data_sample_3,sample_29327,25,4.411123752593994,4.128500938415527,0.013391800224781036,14,False
data_sample_4,sample_22474,25,4.195578575134277,3.8819169998168945,0.005969158839434385,16,False
data_sample_5,sample_27794,25,4.156069755554199,3.8799540996551514,0.006885082460939884,14,False
data_sample_6,sample_5731,25,3.8966736793518066,3.6539411544799805,0.011963418684899807,12,False
data_sample_7,sample_6707,25,4.194286823272705,3.88145112991333,0.005143466871231794,16,False
data_sample_8,sample_10167,25,4.331058025360107,4.016904830932617,0.006460478994995356,16,False
data_sample_9,sample_3803,25,4.4012556076049805,4.08975076675415,0.0038121871184557676,16,False
data_sample_10,sample_19148,25,4.137702465057373,3.859362840652466,0.0091087706387043,14,False
data_sample_11,sample_16539,25,4.126255035400391,3.8474998474121094,0.00952452328056097,14,False
data_sample_12,sample_15612,25,4.189877033233643,3.879457950592041,0.002726765349507332,16,False
data_sample_13,sample_10449,25,4.092132568359375,3.8165504932403564,0.006351487245410681,14,False
data_sample_14,sample_24111,25,4.142010688781738,3.848015308380127,0.02476455271244049,14,False
data_sample_15,sample_16643,25,4.421622276306152,4.1442461013793945,0.00814541894942522,14,False
data_sample_16,sample_17498,25,4.343477249145508,4.0672712326049805,0.006975050084292889,14,False
data_sample_17,sample_1521,25,4.153637886047363,3.9025044441223145,0.02036420814692974,12,False
data_sample_18,sample_22410,25,4.181822776794434,3.859921455383301,0.014208905398845673,16,False
data_sample_19,sample_1985,25,4.273899078369141,3.951199531555176,0.015006986446678638,16,False
data_sample_20,sample_1680,25,4.2434258460998535,3.9286012649536133,0.0071322619915008545,16,False
