candidate_id,mhz,k,badness,quality_score,uncertainty,heatmap_mc_mse,decoder_mc_rce,epistemic_score,disagreement_score,prior_tension_score,peak_bias_score,p99_var,p99_mc_range,peak_loc_spread_px,pred_p99_mean,selected_reason
867,120.0,3,8.078543663024902,-8.078543663024902,8.078543663024902,0.0,0.0,8.078543663024902,10.788716316223145,-5.394358158111572,0.0,0.0,0.0,0.0,2.2453861236572266,worst_uncertainty_stratified_mhz
833,120.0,3,7.3754167556762695,-7.3754167556762695,7.3754167556762695,0.0,0.0,7.3754167556762695,10.519468307495117,-5.259734153747559,0.0,0.0,0.0,0.0,1.7082542181015015,worst_uncertainty_stratified_mhz
1513,120.0,3,6.787145137786865,-6.787145137786865,6.787145137786865,0.0,0.0,6.787145137786865,10.564312934875488,-5.282156467437744,0.0,0.0,0.0,0.0,1.5383577346801758,worst_uncertainty_stratified_mhz
1397,155.0,3,3.620753049850464,-3.620753049850464,3.620753049850464,0.0,0.0,3.620753049850464,10.147552490234375,-5.0737762451171875,0.0,0.0,0.0,0.0,3.6882333755493164,worst_uncertainty_stratified_mhz
1413,155.0,3,3.445435047149658,-3.445435047149658,3.445435047149658,0.0,0.0,3.445435047149658,10.152998924255371,-5.0764994621276855,0.0,0.0,0.0,0.0,3.9720797538757324,worst_uncertainty_stratified_mhz
1167,155.0,3,3.3720295429229736,-3.3720295429229736,3.3720295429229736,0.0,0.0,3.3720295429229736,10.163722038269043,-5.0818610191345215,0.0,0.0,0.0,0.0,3.478750705718994,worst_uncertainty_stratified_mhz
449,155.0,3,3.3162238597869873,-3.3162238597869873,3.3162238597869873,0.0,0.0,3.3162238597869873,10.168135643005371,-5.0840678215026855,0.0,0.0,0.0,0.0,3.4686520099639893,worst_uncertainty_stratified_mhz
211,155.0,3,3.2076385021209717,-3.2076385021209717,3.2076385021209717,0.0,0.0,3.2076385021209717,10.189066886901855,-5.094533443450928,0.0,0.0,0.0,0.0,3.544196367263794,worst_uncertainty_stratified_mhz
1120,155.0,3,3.1500377655029297,-3.1500377655029297,3.1500377655029297,0.0,0.0,3.1500377655029297,10.210664749145508,-5.105332374572754,0.0,0.0,0.0,0.0,3.501699924468994,worst_uncertainty_stratified_mhz
687,155.0,3,3.123652219772339,-3.123652219772339,3.123652219772339,0.0,0.0,3.123652219772339,10.215896606445312,-5.107948303222656,0.0,0.0,0.0,0.0,3.5219194889068604,worst_uncertainty_stratified_mhz
1533,155.0,3,3.0014216899871826,-3.0014216899871826,3.0014216899871826,0.0,0.0,3.0014216899871826,10.160554885864258,-5.080277442932129,0.0,0.0,0.0,0.0,3.7432823181152344,worst_uncertainty_stratified_mhz
1350,170.0,3,3.8222641944885254,-3.8222641944885254,3.8222641944885254,0.0,0.0,3.8222641944885254,10.204696655273438,-5.102348327636719,0.0,0.0,0.0,0.0,4.464333534240723,worst_uncertainty_stratified_mhz
781,170.0,3,3.1403322219848633,-3.1403322219848633,3.1403322219848633,0.0,0.0,3.1403322219848633,10.185982704162598,-5.092991352081299,0.0,0.0,0.0,0.0,5.297170639038086,worst_uncertainty_stratified_mhz
755,170.0,3,2.996586799621582,-2.996586799621582,2.996586799621582,0.0,0.0,2.996586799621582,10.235676765441895,-5.117838382720947,0.0,0.0,0.0,0.0,5.24368143081665,worst_uncertainty_stratified_mhz
1248,180.0,3,6.7853288650512695,-6.7853288650512695,6.7853288650512695,0.0,0.0,6.7853288650512695,10.168453216552734,-5.084226608276367,0.0,0.0,0.0,0.0,6.402383804321289,worst_uncertainty_stratified_mhz
1527,180.0,3,5.2460618019104,-5.2460618019104,5.2460618019104,0.0,0.0,5.2460618019104,10.23287582397461,-5.116437911987305,0.0,0.0,0.0,0.0,7.352198600769043,worst_uncertainty_stratified_mhz
1136,180.0,3,5.166065216064453,-5.166065216064453,5.166065216064453,0.0,0.0,5.166065216064453,10.131213188171387,-5.065606594085693,0.0,0.0,0.0,0.0,7.712087154388428,worst_uncertainty_stratified_mhz
888,180.0,3,5.141965866088867,-5.141965866088867,5.141965866088867,0.0,0.0,5.141965866088867,10.134096145629883,-5.067048072814941,0.0,0.0,0.0,0.0,7.164738178253174,worst_uncertainty_stratified_mhz
877,200.0,3,13.244735717773438,-13.244735717773438,13.244735717773438,0.0,0.0,13.244735717773438,10.211562156677246,-5.105781078338623,0.0,0.0,0.0,0.0,13.059682846069336,worst_uncertainty_stratified_mhz
