candidate_id,mhz,k,badness,quality_score,uncertainty,pred_p99_mean,selected_reason
350,90.0,3,6594.990245255711,-6594.990245255711,6594.990245255711,62.662445863087974,worst_uncertainty_stratified_mhz
79,90.0,3,3039.718521341041,-3039.718521341041,3039.718521341041,52.9902540842692,worst_uncertainty_stratified_mhz
324,100.0,3,1324.3538628636347,-1324.3538628636347,1324.3538628636347,46.20941480000814,worst_uncertainty_stratified_mhz
390,200.0,3,500.9895771358843,-500.9895771358843,500.9895771358843,27.627530813217163,worst_uncertainty_stratified_mhz
263,265.0,3,5.9123377516640785,-5.9123377516640785,5.9123377516640785,9.374994277954102,worst_uncertainty_stratified_mhz
252,265.0,3,5.381301120293333,-5.381301120293333,5.381301120293333,8.18073042233785,worst_uncertainty_stratified_mhz
67,435.0,3,4.783246849766101,-4.783246849766101,4.783246849766101,6.008296489715576,worst_uncertainty_stratified_mhz
61,510.0,3,16.686500719389088,-16.686500719389088,16.686500719389088,15.761401494344076,worst_uncertainty_stratified_mhz
229,510.0,3,15.766514803783062,-15.766514803783062,15.766514803783062,18.049251079559326,worst_uncertainty_stratified_mhz
30,90.0,3,1945.3278208094519,-1945.3278208094519,1945.3278208094519,53.6823738416036,worst_uncertainty_stratified_mhz
537,90.0,4,722.1472818440002,-722.1472818440002,722.1472818440002,24.55930272738139,worst_uncertainty_stratified_mhz
678,90.0,4,711.8948216218183,-711.8948216218183,711.8948216218183,24.920780022939045,worst_uncertainty_stratified_mhz
717,100.0,4,799.0728134216528,-799.0728134216528,799.0728134216528,26.149983803431194,worst_uncertainty_stratified_mhz
643,200.0,4,504.51025013661274,-504.51025013661274,504.51025013661274,26.409109512964886,worst_uncertainty_stratified_mhz
534,265.0,4,6.530995784360162,-6.530995784360162,6.530995784360162,9.816562255223593,worst_uncertainty_stratified_mhz
725,265.0,4,6.483550268229743,-6.483550268229743,6.483550268229743,8.672359148661295,worst_uncertainty_stratified_mhz
570,510.0,4,19.080628914415886,-19.080628914415886,19.080628914415886,16.96997865041097,worst_uncertainty_stratified_mhz
661,510.0,4,15.653969676846122,-15.653969676846122,15.653969676846122,16.666716893513996,worst_uncertainty_stratified_mhz
545,90.0,4,371.50569160658796,-371.50569160658796,371.50569160658796,20.821044603983562,worst_uncertainty_stratified_mhz
523,90.0,4,370.2676683706584,-370.2676683706584,370.2676683706584,20.638790210088093,worst_uncertainty_stratified_mhz
