#Design: H-shape;Power Bus Pin Impedance Power_GND
#Produced on;2026-07-08 16:53:47;by PI/EMI Analysis 2023.0.0.50417;Zuken GmbH - Germany

Frequency;IC1_Port1(8): Magnitude;IC1_Port1(8): Re;IC1_Port1(8): Img
(Hz);(Ω);;
1.00000e+06;1.29442e-01;4.65897e-03;-1.29358e-01
1.10000e+06;1.14877e-01;4.69041e-03;-1.14781e-01
1.20000e+06;1.02500e-01;4.72073e-03;-1.02391e-01
1.30000e+06;9.18049e-02;4.75008e-03;-9.16819e-02
1.40000e+06;8.24325e-02;4.77860e-03;-8.22939e-02
1.50000e+06;7.41184e-02;4.80641e-03;-7.39623e-02
1.60000e+06;6.66644e-02;4.83362e-03;-6.64890e-02
1.70000e+06;5.99194e-02;4.86031e-03;-5.97220e-02
1.80000e+06;5.37659e-02;4.88658e-03;-5.35433e-02
1.90000e+06;4.81112e-02;4.91252e-03;-4.78598e-02
2.00000e+06;4.28819e-02;4.93820e-03;-4.25966e-02
2.10000e+06;3.80189e-02;4.96370e-03;-3.76935e-02
2.20000e+06;3.34747e-02;4.98911e-03;-3.31008e-02
2.30000e+06;2.92114e-02;5.01448e-03;-2.87777e-02
2.40000e+06;2.51992e-02;5.03992e-03;-2.46901e-02
2.50000e+06;2.14167e-02;5.06549e-03;-2.08091e-02
2.60000e+06;1.78518e-02;5.09128e-03;-1.71104e-02
2.70000e+06;1.45059e-02;5.11738e-03;-1.35733e-02
2.80000e+06;1.14057e-02;5.14389e-03;-1.01799e-02
2.90000e+06;8.63432e-03;5.17090e-03;-6.91472e-03
3.00000e+06;6.41835e-03;5.19853e-03;-3.76437e-03
3.10000e+06;5.27586e-03;5.22690e-03;-7.17089e-04
3.20000e+06;5.71254e-03;5.25613e-03;2.23746e-03
3.30000e+06;7.35132e-03;5.28637e-03;5.10843e-03
3.40000e+06;9.52635e-03;5.31779e-03;7.90395e-03
3.50000e+06;1.19018e-02;5.35055e-03;1.06313e-02
3.60000e+06;1.43459e-02;5.38485e-03;1.32970e-02
3.70000e+06;1.68052e-02;5.42092e-03;1.59069e-02
3.80000e+06;1.92564e-02;5.45901e-03;1.84664e-02
3.90000e+06;2.16893e-02;5.49940e-03;2.09805e-02
4.00000e+06;2.40995e-02;5.54240e-03;2.34535e-02
4.10000e+06;2.64861e-02;5.58837e-03;2.58898e-02
4.20000e+06;2.88493e-02;5.63774e-03;2.82931e-02
4.30000e+06;3.11907e-02;5.69098e-03;3.06672e-02
