#Design: H-shape;Power Bus Pin Impedance Power_GND
#Produced on;2026-07-12 18:01:02;by PI/EMI Analysis 2023.0.0.50417;Zuken GmbH - Germany

Frequency;IC1_Port1(8): Magnitude;IC1_Port1(8): Re;IC1_Port1(8): Img
(Hz);(Ω);;
1.00000e+06;1.08387e-01;4.09109e-03;-1.08310e-01
1.10000e+06;9.59356e-02;4.12082e-03;-9.58470e-02
1.20000e+06;8.53341e-02;4.14972e-03;-8.52331e-02
1.30000e+06;7.61556e-02;4.17798e-03;-7.60409e-02
1.40000e+06;6.80949e-02;4.20575e-03;-6.79649e-02
1.50000e+06;6.09283e-02;4.23320e-03;-6.07811e-02
1.60000e+06;5.44881e-02;4.26046e-03;-5.43212e-02
1.70000e+06;4.86460e-02;4.28767e-03;-4.84567e-02
1.80000e+06;4.33027e-02;4.31496e-03;-4.30872e-02
1.90000e+06;3.83801e-02;4.34249e-03;-3.81336e-02
2.00000e+06;3.38160e-02;4.37040e-03;-3.35324e-02
2.10000e+06;2.95613e-02;4.39884e-03;-2.92321e-02
2.20000e+06;2.55767e-02;4.42798e-03;-2.51905e-02
2.30000e+06;2.18324e-02;4.45801e-03;-2.13724e-02
2.40000e+06;1.83076e-02;4.48911e-03;-1.77487e-02
2.50000e+06;1.49925e-02;4.52152e-03;-1.42944e-02
2.60000e+06;1.18954e-02;4.55548e-03;-1.09885e-02
2.70000e+06;9.06210e-03;4.59126e-03;-7.81294e-03
2.80000e+06;6.63397e-03;4.62917e-03;-4.75187e-03
2.90000e+06;5.00148e-03;4.66959e-03;-1.79159e-03
3.00000e+06;4.83508e-03;4.71291e-03;1.08004e-03
3.10000e+06;6.13678e-03;4.75961e-03;3.87378e-03
3.20000e+06;8.16637e-03;4.81024e-03;6.59933e-03
3.30000e+06;1.04652e-02;4.86544e-03;9.26546e-03
3.40000e+06;1.28610e-02;4.92596e-03;1.18802e-02
3.50000e+06;1.52893e-02;4.99268e-03;1.44511e-02
3.60000e+06;1.77247e-02;5.06665e-03;1.69851e-02
3.70000e+06;2.01577e-02;5.14911e-03;1.94890e-02
3.80000e+06;2.25857e-02;5.24155e-03;2.19691e-02
3.90000e+06;2.50098e-02;5.34577e-03;2.44318e-02
4.00000e+06;2.74331e-02;5.46393e-03;2.68834e-02
4.10000e+06;2.98600e-02;5.59870e-03;2.93304e-02
