gen_sample,nn_train_sample,nn_train_K,combined_score,heatmap_mse,impedance_mse,occupancy_hamming,occupancy_exact
data_sample_0,sample_18275,45,3.5074589252471924,3.429182529449463,0.00135334231890738,4,False
data_sample_1,sample_19305,45,3.86053729057312,3.7419214248657227,0.0032312963157892227,6,False
data_sample_2,sample_2137,45,3.529289960861206,3.450246810913086,0.0021201130002737045,4,False
data_sample_3,sample_23249,45,3.714615821838379,3.5951294898986816,0.004101773723959923,6,False
data_sample_4,sample_1592,45,3.5812041759490967,3.4642443656921387,0.0015751562314108014,6,False
data_sample_5,sample_124,45,3.8522143363952637,3.7354726791381836,0.0013571735471487045,6,False
data_sample_6,sample_798,45,3.783533811569214,3.6671371459960938,0.001012100256048143,6,False
data_sample_7,sample_23847,45,3.7595062255859375,3.681323528289795,0.0012596758315339684,4,False
data_sample_8,sample_17253,45,3.713421106338501,3.5950846672058105,0.0029517500661313534,6,False
data_sample_9,sample_21397,45,3.66052508354187,3.54400634765625,0.001134170568548143,6,False
data_sample_10,sample_11857,45,3.7759344577789307,3.616501808166504,0.005586434155702591,8,False
data_sample_11,sample_8439,45,3.609729528427124,3.4925734996795654,0.0017714727437123656,6,False
data_sample_12,sample_838,45,3.8306963443756104,3.7134156227111816,0.0018961852183565497,6,False
data_sample_13,sample_1976,45,3.7059319019317627,3.587205410003662,0.003342005191370845,6,False
data_sample_14,sample_23847,45,3.6322154998779297,3.4755077362060547,0.0028615184128284454,8,False
data_sample_15,sample_17510,45,3.568852663040161,3.4524827003479004,0.0009852817747741938,6,False
data_sample_16,sample_18748,45,3.6482133865356445,3.570066452026367,0.0012237416813150048,4,False
data_sample_17,sample_662,45,3.6078109741210938,3.526768684387207,0.004119080491364002,4,False
data_sample_18,sample_25053,45,3.655717372894287,3.5382962226867676,0.0020366190001368523,6,False
data_sample_19,sample_27069,45,3.8795623779296875,3.762089967727661,0.002087745815515518,6,False
data_sample_20,sample_2774,45,3.8947670459747314,3.769988536834717,0.009393997490406036,6,False
data_sample_21,sample_959,45,3.982609748840332,3.826364040374756,0.0023993949871510267,8,False
data_sample_22,sample_22342,45,3.5097265243530273,3.3936517238616943,0.0006902785389684141,6,False
data_sample_23,sample_15017,45,3.5510175228118896,3.432950973510742,0.0026819799095392227,6,False
data_sample_24,sample_25515,45,3.6663780212402344,3.548027276992798,0.002966150175780058,6,False
data_sample_25,sample_20467,45,3.6566038131713867,3.5274665355682373,0.013752594590187073,6,False
data_sample_26,sample_7292,45,3.6766204833984375,3.5580337047576904,0.0032022318337112665,6,False
data_sample_27,sample_28757,45,3.644376039505005,3.526318311691284,0.002673260634765029,6,False
